id,name,identifiers,sources,given_name,family_name,birth_date,death_date,gender,image,memberships
psp:person:6769,Hayato Okamura,"[{'scheme': 'psp', 'identifier': '6769'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6769'}]",Hayato,Okamura,1966-11-28,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6769.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1533"", ""name"": ""Spolu"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:581"", ""name"": ""Hlavní město Praha"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1748"", ""name"": ""KDU-ČSL"", ""start_date"": ""2025-10-07""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:5943,Helena Langšádlová,"[{'scheme': 'psp', 'identifier': '5943'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=5943'}]",Helena,Langšádlová,1963-10-14,,female,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i5943.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1533"", ""name"": ""Spolu"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:582"", ""name"": ""Středočeský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1747"", ""name"": ""TOP 09"", ""start_date"": ""2025-10-07""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6168,Helena Válková,"[{'scheme': 'psp', 'identifier': '6168'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6168'}]",Helena,Válková,1951-01-07,,female,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6168.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1104"", ""name"": ""ANO2011"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:582"", ""name"": ""Středočeský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1750"", ""name"": ""ANO 2011"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6738,Hubert Lang,"[{'scheme': 'psp', 'identifier': '6738'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6738'}]",Hubert,Lang,1969-09-29,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6738.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1104"", ""name"": ""ANO2011"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:584"", ""name"": ""Plzeňský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1750"", ""name"": ""ANO 2011"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6758,Igor Hendrych,"[{'scheme': 'psp', 'identifier': '6758'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6758'}]",Igor,Hendrych,1967-11-19,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6758.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1104"", ""name"": ""ANO2011"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:594"", ""name"": ""Moravskoslezský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1750"", ""name"": ""ANO 2011"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6996,Igor Červený,"[{'scheme': 'psp', 'identifier': '6996'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6996'}]",Igor,Červený,1984-07-13,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6996.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1744"", ""name"": ""Motoristé sobě"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:582"", ""name"": ""Středočeský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1749"", ""name"": ""Motoristé sobě"", ""start_date"": ""2025-10-07""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:7003,Irena Ferčíková Konečná,"[{'scheme': 'psp', 'identifier': '7003'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=7003'}]",Irena,Ferčíková Konečná,1977-10-28,,female,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i7003.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1290"", ""name"": ""Česká pirátská strana"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:591"", ""name"": ""Jihomoravský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1745"", ""name"": ""Piráti"", ""start_date"": ""2025-10-05""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:7027,Irena Němcová,"[{'scheme': 'psp', 'identifier': '7027'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=7027'}]",Irena,Němcová,1983-07-29,,female,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i7027.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1291"", ""name"": ""Svoboda a prima demokracie - Tomio Okamura"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:588"", ""name"": ""Královéhradecký"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1746"", ""name"": ""Svoboda a přímá demokracie"", ""start_date"": ""2025-10-07""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:5700,Ivan Adamec,"[{'scheme': 'psp', 'identifier': '5700'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=5700'}]",Ivan,Adamec,1960-03-21,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i5700.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1533"", ""name"": ""Spolu"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:588"", ""name"": ""Královéhradecký"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1751"", ""name"": ""ODS"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6433,Ivan Bartoš,"[{'scheme': 'psp', 'identifier': '6433'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6433'}]",Ivan,Bartoš,1980-03-20,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6433.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1290"", ""name"": ""Česká pirátská strana"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:582"", ""name"": ""Středočeský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1745"", ""name"": ""Piráti"", ""start_date"": ""2025-10-05""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6732,Ivana Mádlová,"[{'scheme': 'psp', 'identifier': '6732'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6732'}]",Ivana,Mádlová,1966-03-31,,female,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6732.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1104"", ""name"": ""ANO2011"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:584"", ""name"": ""Plzeňský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1750"", ""name"": ""ANO 2011"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6459,Jakub Janda,"[{'scheme': 'psp', 'identifier': '6459'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6459'}]",Jakub,Janda,1978-04-27,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6459.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1533"", ""name"": ""Spolu"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:594"", ""name"": ""Moravskoslezský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1751"", ""name"": ""ODS"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:7015,Jakub Krainer,"[{'scheme': 'psp', 'identifier': '7015'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=7015'}]",Jakub,Krainer,1988-02-14,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i7015.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1289"", ""name"": ""Starostove a nezavisli"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:591"", ""name"": ""Jihomoravský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1752"", ""name"": ""Starostové a nezávislí"", ""start_date"": ""2025-10-10""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6178,Jan Bartošek,"[{'scheme': 'psp', 'identifier': '6178'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6178'}]",Jan,Bartošek,1971-11-10,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6178.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1533"", ""name"": ""Spolu"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:583"", ""name"": ""Jihočeský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1748"", ""name"": ""KDU-ČSL"", ""start_date"": ""2025-10-07""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:5379,Jan Bauer,"[{'scheme': 'psp', 'identifier': '5379'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=5379'}]",Jan,Bauer,1969-04-27,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i5379.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1533"", ""name"": ""Spolu"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:583"", ""name"": ""Jihočeský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1751"", ""name"": ""ODS"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6722,Jan Berki,"[{'scheme': 'psp', 'identifier': '6722'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6722'}]",Jan,Berki,1981-09-20,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6722.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1289"", ""name"": ""Starostove a nezavisli"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:587"", ""name"": ""Liberecký"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1752"", ""name"": ""Starostové a nezávislí"", ""start_date"": ""2025-10-10""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:5899,Jan Bureš,"[{'scheme': 'psp', 'identifier': '5899'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=5899'}]",Jan,Bureš,1974-03-31,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i5899.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1533"", ""name"": ""Spolu"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:585"", ""name"": ""Karlovarský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1751"", ""name"": ""ODS"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6455,Jan Hrnčíř,"[{'scheme': 'psp', 'identifier': '6455'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6455'}]",Jan,Hrnčíř,1977-05-01,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6455.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1291"", ""name"": ""Svoboda a prima demokracie - Tomio Okamura"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:589"", ""name"": ""Pardubický"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1746"", ""name"": ""Svoboda a přímá demokracie"", ""start_date"": ""2025-10-07""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6687,Jan Jakob,"[{'scheme': 'psp', 'identifier': '6687'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6687'}]",Jan,Jakob,1982-12-02,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6687.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1533"", ""name"": ""Spolu"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:582"", ""name"": ""Středočeský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1747"", ""name"": ""TOP 09"", ""start_date"": ""2025-10-07""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6537,Jan Lipavský,"[{'scheme': 'psp', 'identifier': '6537'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6537'}]",Jan,Lipavský,1985-07-02,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6537.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1533"", ""name"": ""Spolu"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:581"", ""name"": ""Hlavní město Praha"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1751"", ""name"": ""ODS"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:7030,Jan Papajanovský,"[{'scheme': 'psp', 'identifier': '7030'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=7030'}]",Jan,Papajanovský,1994-11-07,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i7030.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1289"", ""name"": ""Starostove a nezavisli"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:586"", ""name"": ""Ústecký"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1752"", ""name"": ""Starostové a nezávislí"", ""start_date"": ""2025-10-10""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6500,Jan Richter,"[{'scheme': 'psp', 'identifier': '6500'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6500'}]",Jan,Richter,1967-11-28,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6500.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1104"", ""name"": ""ANO2011"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:586"", ""name"": ""Ústecký"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1750"", ""name"": ""ANO 2011"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6418,Jan Skopeček,"[{'scheme': 'psp', 'identifier': '6418'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6418'}]",Jan,Skopeček,1980-10-21,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6418.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1533"", ""name"": ""Spolu"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:582"", ""name"": ""Středočeský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1751"", ""name"": ""ODS"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:7050,Jan Sviták,"[{'scheme': 'psp', 'identifier': '7050'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=7050'}]",Jan,Sviták,1974-08-20,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i7050.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1289"", ""name"": ""Starostove a nezavisli"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:587"", ""name"": ""Liberecký"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1752"", ""name"": ""Starostové a nezávislí"", ""start_date"": ""2025-10-10""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6783,Jan Síla,"[{'scheme': 'psp', 'identifier': '6783'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6783'}]",Jan,Síla,1950-03-01,,male,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6783.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1291"", ""name"": ""Svoboda a prima demokracie - Tomio Okamura"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:594"", ""name"": ""Moravskoslezský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1746"", ""name"": ""Svoboda a přímá demokracie"", ""start_date"": ""2025-10-07""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6719,Jana Bačíková,"[{'scheme': 'psp', 'identifier': '6719'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6719'}]",Jana,Bačíková,1969-08-07,,female,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6719.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1533"", ""name"": ""Spolu"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:591"", ""name"": ""Jihomoravský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1751"", ""name"": ""ODS"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6723,Jana Berkovcová,"[{'scheme': 'psp', 'identifier': '6723'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6723'}]",Jana,Berkovcová,1969-10-24,,female,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6723.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1104"", ""name"": ""ANO2011"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:588"", ""name"": ""Královéhradecký"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1750"", ""name"": ""ANO 2011"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:7068,Jana Demjanová,"[{'scheme': 'psp', 'identifier': '7068'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=7068'}]",Jana,Demjanová,1973-01-18,,female,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i7068.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1104"", ""name"": ""ANO2011"", ""start_date"": ""2025-11-03""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:586"", ""name"": ""Ústecký"", ""start_date"": ""2025-11-03""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1750"", ""name"": ""ANO 2011"", ""start_date"": ""2025-11-03""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-11-03""}]}"
psp:person:7004,Jana Filipovičová,"[{'scheme': 'psp', 'identifier': '7004'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=7004'}]",Jana,Filipovičová,1971-04-20,,female,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i7004.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1533"", ""name"": ""Spolu"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:591"", ""name"": ""Jihomoravský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1748"", ""name"": ""KDU-ČSL"", ""start_date"": ""2025-10-07""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6753,Jana Hanzlíková,"[{'scheme': 'psp', 'identifier': '6753'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6753'}]",Jana,Hanzlíková,1966-10-07,,female,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6753.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1104"", ""name"": ""ANO2011"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:589"", ""name"": ""Pardubický"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1750"", ""name"": ""ANO 2011"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:6466,Jana Krutáková,"[{'scheme': 'psp', 'identifier': '6466'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=6466'}]",Jana,Krutáková,1962-06-21,,female,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i6466.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1289"", ""name"": ""Starostove a nezavisli"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:591"", ""name"": ""Jihomoravský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1752"", ""name"": ""Starostové a nezávislí"", ""start_date"": ""2025-10-10""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
psp:person:7025,Jana Murová,"[{'scheme': 'psp', 'identifier': '7025'}]","[{'url': 'https://www.psp.cz/sqw/hp.sqw?k=1301', 'note': 'id_osoba=7025'}]",Jana,Murová,1980-08-09,,female,https://www.psp.cz/eknih/cdrom/2025ps/eknih/2025ps/poslanci/i7025.jpg,"{""candidate_list"": [{""end_date"": """", ""id"": ""psp:org:1104"", ""name"": ""ANO2011"", ""start_date"": ""2025-10-04""}], ""constituency"": [{""end_date"": """", ""id"": ""psp:org:594"", ""name"": ""Moravskoslezský"", ""start_date"": ""2025-10-04""}], ""groups"": [{""end_date"": """", ""id"": ""psp:org:1750"", ""name"": ""ANO 2011"", ""start_date"": ""2025-10-08""}], ""parliament"": [{""end_date"": """", ""id"": ""psp:org:174"", ""name"": ""Poslanecká sněmovna"", ""start_date"": ""2025-10-04""}]}"
